Variant,Age,Sex,Year,Population projection by age and sex 2026-2075
Low variant L1,97 years,Females,2073,423
Low variant L1,97 years,Females,2074,423
Low variant L1,98 years,Total,2026,57
Low variant L1,98 years,Total,2027,61
Low variant L1,98 years,Total,2028,70
Low variant L1,98 years,Total,2029,77
Low variant L1,98 years,Total,2030,69
Low variant L1,98 years,Total,2031,67
Low variant L1,98 years,Total,2032,70
Low variant L1,98 years,Total,2033,73
Low variant L1,98 years,Total,2034,74
Low variant L1,98 years,Total,2035,81
Low variant L1,98 years,Total,2036,80
Low variant L1,98 years,Total,2037,80
Low variant L1,98 years,Total,2038,86
Low variant L1,98 years,Total,2039,95
Low variant L1,98 years,Total,2040,101
Low variant L1,98 years,Total,2041,118
Low variant L1,98 years,Total,2042,126
Low variant L1,98 years,Total,2043,135
Low variant L1,98 years,Total,2044,152
Low variant L1,98 years,Total,2045,156
Low variant L1,98 years,Total,2046,171
Low variant L1,98 years,Total,2047,188
Low variant L1,98 years,Total,2048,192
Low variant L1,98 years,Total,2049,207
Low variant L1,98 years,Total,2050,219
Low variant L1,98 years,Total,2051,225
Low variant L1,98 years,Total,2052,248
Low variant L1,98 years,Total,2053,256
Low variant L1,98 years,Total,2054,274
Low variant L1,98 years,Total,2055,290
Low variant L1,98 years,Total,2056,307
Low variant L1,98 years,Total,2057,301
Low variant L1,98 years,Total,2058,322
Low variant L1,98 years,Total,2059,326
Low variant L1,98 years,Total,2060,320
Low variant L1,98 years,Total,2061,345
Low variant L1,98 years,Total,2062,363
Low variant L1,98 years,Total,2063,375
Low variant L1,98 years,Total,2064,376
Low variant L1,98 years,Total,2065,400
Low variant L1,98 years,Total,2066,389
Low variant L1,98 years,Total,2067,381
Low variant L1,98 years,Total,2068,402
Low variant L1,98 years,Total,2069,401
Low variant L1,98 years,Total,2070,437
Low variant L1,98 years,Total,2071,500
Low variant L1,98 years,Total,2072,513
Low variant L1,98 years,Total,2073,499
Low variant L1,98 years,Total,2074,533
Low variant L1,98 years,Males,2026,16
Low variant L1,98 years,Males,2027,16
Low variant L1,98 years,Males,2028,18
Low variant L1,98 years,Males,2029,21
Low variant L1,98 years,Males,2030,20
Low variant L1,98 years,Males,2031,19
Low variant L1,98 years,Males,2032,19
Low variant L1,98 years,Males,2033,20
Low variant L1,98 years,Males,2034,20
Low variant L1,98 years,Males,2035,21
Low variant L1,98 years,Males,2036,25
Low variant L1,98 years,Males,2037,24
Low variant L1,98 years,Males,2038,26
Low variant L1,98 years,Males,2039,26
Low variant L1,98 years,Males,2040,29
Low variant L1,98 years,Males,2041,35
Low variant L1,98 years,Males,2042,36
Low variant L1,98 years,Males,2043,41
Low variant L1,98 years,Males,2044,47
Low variant L1,98 years,Males,2045,50
Low variant L1,98 years,Males,2046,54
Low variant L1,98 years,Males,2047,56
Low variant L1,98 years,Males,2048,62
Low variant L1,98 years,Males,2049,69
Low variant L1,98 years,Males,2050,66
Low variant L1,98 years,Males,2051,73
Low variant L1,98 years,Males,2052,79
Low variant L1,98 years,Males,2053,81
Low variant L1,98 years,Males,2054,86
Low variant L1,98 years,Males,2055,94
Low variant L1,98 years,Males,2056,103
Low variant L1,98 years,Males,2057,97
Low variant L1,98 years,Males,2058,107
Low variant L1,98 years,Males,2059,110
Low variant L1,98 years,Males,2060,107
Low variant L1,98 years,Males,2061,113
Low variant L1,98 years,Males,2062,120
Low variant L1,98 years,Males,2063,119
Low variant L1,98 years,Males,2064,127
Low variant L1,98 years,Males,2065,132
Low variant L1,98 years,Males,2066,130
Low variant L1,98 years,Males,2067,135
Low variant L1,98 years,Males,2068,136
Low variant L1,98 years,Males,2069,143
Low variant L1,98 years,Males,2070,159
Low variant L1,98 years,Males,2071,174
Low variant L1,98 years,Males,2072,188
Low variant L1,98 years,Males,2073,187
Low variant L1,98 years,Males,2074,199
Low variant L1,98 years,Females,2026,41
Low variant L1,98 years,Females,2027,45
Low variant L1,98 years,Females,2028,52
Low variant L1,98 years,Females,2029,56
Low variant L1,98 years,Females,2030,49
Low variant L1,98 years,Females,2031,48
Low variant L1,98 years,Females,2032,51
Low variant L1,98 years,Females,2033,53
Low variant L1,98 years,Females,2034,54
Low variant L1,98 years,Females,2035,60
Low variant L1,98 years,Females,2036,55
Low variant L1,98 years,Females,2037,56
Low variant L1,98 years,Females,2038,60
Low variant L1,98 years,Females,2039,69
Low variant L1,98 years,Females,2040,72
Low variant L1,98 years,Females,2041,83
Low variant L1,98 years,Females,2042,90
Low variant L1,98 years,Females,2043,94
Low variant L1,98 years,Females,2044,105
Low variant L1,98 years,Females,2045,106
Low variant L1,98 years,Females,2046,117
Low variant L1,98 years,Females,2047,132
Low variant L1,98 years,Females,2048,130
Low variant L1,98 years,Females,2049,138
Low variant L1,98 years,Females,2050,153
Low variant L1,98 years,Females,2051,152
Low variant L1,98 years,Females,2052,169
Low variant L1,98 years,Females,2053,175
Low variant L1,98 years,Females,2054,188
Low variant L1,98 years,Females,2055,196
Low variant L1,98 years,Females,2056,204
Low variant L1,98 years,Females,2057,204
Low variant L1,98 years,Females,2058,215
Low variant L1,98 years,Females,2059,216
Low variant L1,98 years,Females,2060,213
Low variant L1,98 years,Females,2061,232
Low variant L1,98 years,Females,2062,243
Low variant L1,98 years,Females,2063,256
Low variant L1,98 years,Females,2064,249
Low variant L1,98 years,Females,2065,268
Low variant L1,98 years,Females,2066,259
Low variant L1,98 years,Females,2067,246
Low variant L1,98 years,Females,2068,266
Low variant L1,98 years,Females,2069,258
Low variant L1,98 years,Females,2070,278
Low variant L1,98 years,Females,2071,326
Low variant L1,98 years,Females,2072,325
Low variant L1,98 years,Females,2073,312
Low variant L1,98 years,Females,2074,334
Low variant L1,99 years,Total,2026,37
Low variant L1,99 years,Total,2027,36
Low variant L1,99 years,Total,2028,39
Low variant L1,99 years,Total,2029,45
Low variant L1,99 years,Total,2030,50
Low variant L1,99 years,Total,2031,45
Low variant L1,99 years,Total,2032,44
Low variant L1,99 years,Total,2033,46
Low variant L1,99 years,Total,2034,48
Low variant L1,99 years,Total,2035,49
Low variant L1,99 years,Total,2036,54
Low variant L1,99 years,Total,2037,54
Low variant L1,99 years,Total,2038,53
Low variant L1,99 years,Total,2039,57
Low variant L1,99 years,Total,2040,64
Low variant L1,99 years,Total,2041,68
Low variant L1,99 years,Total,2042,80
Low variant L1,99 years,Total,2043,86
Low variant L1,99 years,Total,2044,92
Low variant L1,99 years,Total,2045,104
Low variant L1,99 years,Total,2046,107
Low variant L1,99 years,Total,2047,118
Low variant L1,99 years,Total,2048,131
Low variant L1,99 years,Total,2049,133
Low variant L1,99 years,Total,2050,144
Low variant L1,99 years,Total,2051,153
Low variant L1,99 years,Total,2052,158
Low variant L1,99 years,Total,2053,175
Low variant L1,99 years,Total,2054,180
Low variant L1,99 years,Total,2055,194
Low variant L1,99 years,Total,2056,206
Low variant L1,99 years,Total,2057,219
Low variant L1,99 years,Total,2058,215
Low variant L1,99 years,Total,2059,231
Low variant L1,99 years,Total,2060,235
Low variant L1,99 years,Total,2061,231
Low variant L1,99 years,Total,2062,249
Low variant L1,99 years,Total,2063,263
Low variant L1,99 years,Total,2064,273
Low variant L1,99 years,Total,2065,274
Low variant L1,99 years,Total,2066,293
Low variant L1,99 years,Total,2067,285
Low variant L1,99 years,Total,2068,280
Low variant L1,99 years,Total,2069,296
Low variant L1,99 years,Total,2070,297
Low variant L1,99 years,Total,2071,323
Low variant L1,99 years,Total,2072,371
Low variant L1,99 years,Total,2073,382
Low variant L1,99 years,Total,2074,373
Low variant L1,99 years,Males,2026,8
Low variant L1,99 years,Males,2027,9
Low variant L1,99 years,Males,2028,9
Low variant L1,99 years,Males,2029,11
Low variant L1,99 years,Males,2030,13
Low variant L1,99 years,Males,2031,12
Low variant L1,99 years,Males,2032,12
Low variant L1,99 years,Males,2033,12
Low variant L1,99 years,Males,2034,12
Low variant L1,99 years,Males,2035,12
Low variant L1,99 years,Males,2036,13
Low variant L1,99 years,Males,2037,16
Low variant L1,99 years,Males,2038,15
Low variant L1,99 years,Males,2039,16
Low variant L1,99 years,Males,2040,16
Low variant L1,99 years,Males,2041,18
Low variant L1,99 years,Males,2042,22
Low variant L1,99 years,Males,2043,23
Low variant L1,99 years,Males,2044,26
Low variant L1,99 years,Males,2045,30
Low variant L1,99 years,Males,2046,32
Low variant L1,99 years,Males,2047,35
Low variant L1,99 years,Males,2048,37
Low variant L1,99 years,Males,2049,41
Low variant L1,99 years,Males,2050,46
Low variant L1,99 years,Males,2051,44
Low variant L1,99 years,Males,2052,49
Low variant L1,99 years,Males,2053,53
Low variant L1,99 years,Males,2054,54
Low variant L1,99 years,Males,2055,58
Low variant L1,99 years,Males,2056,64
Low variant L1,99 years,Males,2057,70
Low variant L1,99 years,Males,2058,66
Low variant L1,99 years,Males,2059,73
Low variant L1,99 years,Males,2060,76
Low variant L1,99 years,Males,2061,74
Low variant L1,99 years,Males,2062,78
Low variant L1,99 years,Males,2063,83
Low variant L1,99 years,Males,2064,83
Low variant L1,99 years,Males,2065,89
Low variant L1,99 years,Males,2066,93
Low variant L1,99 years,Males,2067,91
Low variant L1,99 years,Males,2068,95
Low variant L1,99 years,Males,2069,96
Low variant L1,99 years,Males,2070,102
Low variant L1,99 years,Males,2071,113
Low variant L1,99 years,Males,2072,124
Low variant L1,99 years,Males,2073,135
Low variant L1,99 years,Males,2074,135
Low variant L1,99 years,Females,2026,29
Low variant L1,99 years,Females,2027,27
Low variant L1,99 years,Females,2028,30
Low variant L1,99 years,Females,2029,34
Low variant L1,99 years,Females,2030,37
Low variant L1,99 years,Females,2031,33
Low variant L1,99 years,Females,2032,32
Low variant L1,99 years,Females,2033,34
Low variant L1,99 years,Females,2034,36
Low variant L1,99 years,Females,2035,37
Low variant L1,99 years,Females,2036,41
Low variant L1,99 years,Females,2037,38
Low variant L1,99 years,Females,2038,38
Low variant L1,99 years,Females,2039,41
Low variant L1,99 years,Females,2040,48
Low variant L1,99 years,Females,2041,50
Low variant L1,99 years,Females,2042,58
Low variant L1,99 years,Females,2043,63
Low variant L1,99 years,Females,2044,66
Low variant L1,99 years,Females,2045,74
Low variant L1,99 years,Females,2046,75
Low variant L1,99 years,Females,2047,83
Low variant L1,99 years,Females,2048,94
Low variant L1,99 years,Females,2049,92
Low variant L1,99 years,Females,2050,98
Low variant L1,99 years,Females,2051,109
Low variant L1,99 years,Females,2052,109
Low variant L1,99 years,Females,2053,122
Low variant L1,99 years,Females,2054,126
Low variant L1,99 years,Females,2055,136
Low variant L1,99 years,Females,2056,142
Low variant L1,99 years,Females,2057,149
Low variant L1,99 years,Females,2058,149
Low variant L1,99 years,Females,2059,158
Low variant L1,99 years,Females,2060,159
Low variant L1,99 years,Females,2061,157
Low variant L1,99 years,Females,2062,171
Low variant L1,99 years,Females,2063,180
Low variant L1,99 years,Females,2064,190
Low variant L1,99 years,Females,2065,185
Low variant L1,99 years,Females,2066,200
Low variant L1,99 years,Females,2067,194
Low variant L1,99 years,Females,2068,185
Low variant L1,99 years,Females,2069,200
Low variant L1,99 years,Females,2070,195
Low variant L1,99 years,Females,2071,210
Low variant L1,99 years,Females,2072,247
Low variant L1,99 years,Females,2073,247
Low variant L1,99 years,Females,2074,238
Low variant L1,100 years,Total,2026,17
Low variant L1,100 years,Total,2027,23
Low variant L1,100 years,Total,2028,22
Low variant L1,100 years,Total,2029,24
Low variant L1,100 years,Total,2030,27
Low variant L1,100 years,Total,2031,30
Low variant L1,100 years,Total,2032,28
Low variant L1,100 years,Total,2033,27
Low variant L1,100 years,Total,2034,29
Low variant L1,100 years,Total,2035,30
Low variant L1,100 years,Total,2036,31
Low variant L1,100 years,Total,2037,34
Low variant L1,100 years,Total,2038,34
Low variant L1,100 years,Total,2039,34
Low variant L1,100 years,Total,2040,37
Low variant L1,100 years,Total,2041,41
Low variant L1,100 years,Total,2042,44
Low variant L1,100 years,Total,2043,51
Low variant L1,100 years,Total,2044,56
Low variant L1,100 years,Total,2045,60
Low variant L1,100 years,Total,2046,67
Low variant L1,100 years,Total,2047,70
Low variant L1,100 years,Total,2048,78
Low variant L1,100 years,Total,2049,86
Low variant L1,100 years,Total,2050,88
Low variant L1,100 years,Total,2051,96
Low variant L1,100 years,Total,2052,102
Low variant L1,100 years,Total,2053,106
Low variant L1,100 years,Total,2054,118
Low variant L1,100 years,Total,2055,122
Low variant L1,100 years,Total,2056,131
Low variant L1,100 years,Total,2057,140
Low variant L1,100 years,Total,2058,150
Low variant L1,100 years,Total,2059,147
Low variant L1,100 years,Total,2060,159
Low variant L1,100 years,Total,2061,162
Low variant L1,100 years,Total,2062,160
Low variant L1,100 years,Total,2063,173
Low variant L1,100 years,Total,2064,183
Low variant L1,100 years,Total,2065,191
Low variant L1,100 years,Total,2066,192
Low variant L1,100 years,Total,2067,206
Low variant L1,100 years,Total,2068,202
Low variant L1,100 years,Total,2069,198
Low variant L1,100 years,Total,2070,210
Low variant L1,100 years,Total,2071,211
Low variant L1,100 years,Total,2072,231
Low variant L1,100 years,Total,2073,265
Low variant L1,100 years,Total,2074,274
Low variant L1,100 years,Males,2026,5
Low variant L1,100 years,Males,2027,5
Low variant L1,100 years,Males,2028,5
Low variant L1,100 years,Males,2029,5
Low variant L1,100 years,Males,2030,6
Low variant L1,100 years,Males,2031,7
Low variant L1,100 years,Males,2032,7
Low variant L1,100 years,Males,2033,7
Low variant L1,100 years,Males,2034,7
Low variant L1,100 years,Males,2035,7
Low variant L1,100 years,Males,2036,7
Low variant L1,100 years,Males,2037,8
Low variant L1,100 years,Males,2038,9
Low variant L1,100 years,Males,2039,9
Low variant L1,100 years,Males,2040,10
Low variant L1,100 years,Males,2041,10
Low variant L1,100 years,Males,2042,11
Low variant L1,100 years,Males,2043,13
Low variant L1,100 years,Males,2044,14
Low variant L1,100 years,Males,2045,16
Low variant L1,100 years,Males,2046,18
Low variant L1,100 years,Males,2047,20
Low variant L1,100 years,Males,2048,22
Low variant L1,100 years,Males,2049,23
Low variant L1,100 years,Males,2050,26
Low variant L1,100 years,Males,2051,29
Low variant L1,100 years,Males,2052,28
Low variant L1,100 years,Males,2053,31
Low variant L1,100 years,Males,2054,34
Low variant L1,100 years,Males,2055,35
Low variant L1,100 years,Males,2056,37
Low variant L1,100 years,Males,2057,41
Low variant L1,100 years,Males,2058,46
Low variant L1,100 years,Males,2059,43
Low variant L1,100 years,Males,2060,48
Low variant L1,100 years,Males,2061,50
Low variant L1,100 years,Males,2062,49
Low variant L1,100 years,Males,2063,52
Low variant L1,100 years,Males,2064,55
Low variant L1,100 years,Males,2065,56
Low variant L1,100 years,Males,2066,60
Low variant L1,100 years,Males,2067,63
Low variant L1,100 years,Males,2068,62
Low variant L1,100 years,Males,2069,65
Low variant L1,100 years,Males,2070,65
Low variant L1,100 years,Males,2071,70
Low variant L1,100 years,Males,2072,78
Low variant L1,100 years,Males,2073,85
Low variant L1,100 years,Males,2074,93
Low variant L1,100 years,Females,2026,12
Low variant L1,100 years,Females,2027,18
Low variant L1,100 years,Females,2028,17
Low variant L1,100 years,Females,2029,19
Low variant L1,100 years,Females,2030,21
Low variant L1,100 years,Females,2031,23
Low variant L1,100 years,Females,2032,21
Low variant L1,100 years,Females,2033,20
Low variant L1,100 years,Females,2034,22
Low variant L1,100 years,Females,2035,23
Low variant L1,100 years,Females,2036,24
Low variant L1,100 years,Females,2037,26
Low variant L1,100 years,Females,2038,25
Low variant L1,100 years,Females,2039,25
